"","speaker","words","episode"
"1820","EMILY Here you go. Now you look just like Tiger Woods.","EMILY Here you go. Now you look just like Tiger Woods.","raw/s01e03.txt"
"1821","RORY"," Wow, that's some hat.","raw/s01e03.txt"
"1822","EMILY OK, off you go, you two. Have a wonderful time.","EMILY OK, off you go, you two. Have a wonderful time.","raw/s01e03.txt"
"1823","RORY"," We will.","raw/s01e03.txt"
"1824","RICHARD"," You bet.","raw/s01e03.txt"
"1825","","(Cut to Richard and Rory walking along the golf course.)","raw/s01e03.txt"
"1826","RORY"," Is it hard to become a member here?","raw/s01e03.txt"
"1827","RICHARD"," Everyone has to go through a thorough screening process.","raw/s01e03.txt"
"1828","RORY"," Kind of like the FBI?","raw/s01e03.txt"
"1829","RICHARD"," We're much more thorough than that.","raw/s01e03.txt"
"1830","RORY"," Wow.","raw/s01e03.txt"
"1831","RICHARD"," Yes. Did you know the merger of Forscape and D.S.S.","raw/s01e03.txt"
"1832","RORY"," Really.","raw/s01e03.txt"
"1833","RICHARD"," International finance will never be the same and all because of a lost golfing bet.","raw/s01e03.txt"
"1834","RORY"," That's crazy.","raw/s01e03.txt"
"1835","RICHARD"," Well that's high finance. Well, here we are. Now, what do you know about golf?","raw/s01e03.txt"
"1836","RORY"," That it's a good walk spoiled?","raw/s01e03.txt"
"1837","RICHARD"," (sighs) Well, your driver is the most powerful club in your bag, and as such, it can be your most valuable asset or your greatest liability. To wield it properly requires a precise combination of confidence and humility.","raw/s01e03.txt"
"1838","RORY"," Confidence and humility. Got it.","raw/s01e03.txt"
"1839","RICHARD"," There you are. That's a pretty good natural grip. Now, line the toe of your left foot up with the ball. That's right. Now, drop this shoulder a little bit. Now, keeping your left arm firm, draw the club back, swing it cleanly through the ball.","raw/s01e03.txt"
"1840","","(Rory takes a swing and hits the grass.)","raw/s01e03.txt"
"1841","RORY"," I'm betting that was wrong.","raw/s01e03.txt"
"1842","RICHARD"," (wearily) There are no rights and wrongs to the learning process. Try that again.","raw/s01e03.txt"
"1843","","(Rory does the same thing.)","raw/s01e03.txt"
"1844","RORY"," I'm betting that was wrong.","raw/s01e03.txt"
"1845","","(Cut to the kitchen at the inn.)","raw/s01e03.txt"
"1846","SOOKIE"," These are blueberries. I think ordered strawberries.","raw/s01e03.txt"
"1847","JACKSON"," I know but --","raw/s01e03.txt"
"1848","SOOKIE"," Yeah, no, I did. I wrote it down. I got a copy. (reading) Yeah, mushrooms, melon, endive, peaches, kiwi.","raw/s01e03.txt"
"1849","JACKSON"," Excuse me, crazy lady --","raw/s01e03.txt"
"1850","SOOKIE"," Oh I should make some kiwi ice cream. That would be good sometime.","raw/s01e03.txt"
"1851","JACKSON"," Sookie!","raw/s01e03.txt"
"1852","SOOKIE"," What?","raw/s01e03.txt"
"1853","JACKSON"," Listen. I know you ordered strawberries but they weren't any good so instead of selling you sub-standard strawberries, I brought blueberries.","raw/s01e03.txt"
"1854","SOOKIE"," I've got to make strawberry shortcake for 200 people. I think I'm gonna need strawberries.","raw/s01e03.txt"
"1855","JACKSON"," Use the blueberries.","raw/s01e03.txt"
"1856","SOOKIE"," To make what?","raw/s01e03.txt"
"1857","JACKSON"," Blueberry shortcake.","raw/s01e03.txt"
"1858","SOOKIE"," There's no such thing.","raw/s01e03.txt"
"1859","JACKSON"," Hey, the world was flat until someone took a boat trip.","raw/s01e03.txt"
"1860","SOOKIE"," Can I see these strawberries?","raw/s01e03.txt"
"1861","JACKSON"," No.","raw/s01e03.txt"
"1862","SOOKIE"," Just one?","raw/s01e03.txt"
"1863","JACKSON"," No.","raw/s01e03.txt"
"1864","SOOKIE"," How about a Polaroid?","raw/s01e03.txt"
"1865","JACKSON"," No.","raw/s01e03.txt"
"1866","LORELAI"," Coffee, coffee, coffee. Ooh, Sookie, can I take some of this cake home to Rory? She's going to need a special treat tonight. She's spending the entire day with my father golfing at the club.","raw/s01e03.txt"
"1867","SOOKIE"," No.","raw/s01e03.txt"
"1868","JACKSON"," Take the blueberries!","raw/s01e03.txt"
"1869","SOOKIE"," No.","raw/s01e03.txt"
"1870","JACKSON"," Ugh.","raw/s01e03.txt"
"1871","LORELAI"," Golfing was masterminded by my mother, of course. One minute we're having an excrutiating family dinner and the next she's manipulating my kid into spending her Sunday with my father at the country club. Oh, I can't talk about it anymore. It's making me too upset. Tell me something happy.","raw/s01e03.txt"
"1872","","(Sookie is about to cry.)","raw/s01e03.txt"
"1873","SOOKIE"," I can't make the strawberry shortcake.","raw/s01e03.txt"
"1874","LORELAI"," Wow. You suck at this game.","raw/s01e03.txt"
"1875","MICHEL"," The battle for soup versus salad is waging in the other room. Come quick and settle it, please, as I'm running out of French curse words that they won't understand.","raw/s01e03.txt"
"1876","","(Lorelai and Michel go into the lobby where the twin brides are in each others' faces arguing between soup and salad.)","raw/s01e03.txt"
"1877","JESSICA"," Soup --","raw/s01e03.txt"
"1878","JACKIE"," Salad...why are you making such a scene, Jessica? Jessica you are making a --","raw/s01e03.txt"
"1879","","(Mrs. Shales walks over to Lorelai and Michel.)","raw/s01e03.txt"
"1880","MRS. SHALES"," It's been 45 minutes of soup or salad. Soup or salad -- I can't do it anymore. Get me a cab. I'm going to go far away now and never come back.","raw/s01e03.txt"
"1881","LORELAI"," How about if the guests get a choice of soup or salad?","raw/s01e03.txt"
"1882","MRS. SHALES"," That -- that will work.","raw/s01e03.txt"
"1883","LORELAI"," Choice of soup or salad.","raw/s01e03.txt"
"1884","SOOKIE"," Got it.","raw/s01e03.txt"
"1885","","(The grooms join the brides.)","raw/s01e03.txt"
"1886","LORELAI"," It's so weird.","raw/s01e03.txt"
"1887","SOOKIE"," Which one is which?","raw/s01e03.txt"
"1888","LORELAI"," I don't know. I think the one on the right is Matt.","raw/s01e03.txt"
"1889","MICHEL"," No, the one on the left is Matt. The one on the right is Mark.","raw/s01e03.txt"
"1890","LORELAI"," That's very impressive.","raw/s01e03.txt"
"1891","MICHEL"," Yes, well, I'm very good at observing people, you know, learning the tics and traits, sound of their voices. It's a gift.","raw/s01e03.txt"
"1892","SOOKIE"," That one has a Post-It on its back.","raw/s01e03.txt"
"1893","MICHEL"," Oh, well, then that's Mark. The one on the right is Matt.","raw/s01e03.txt"
"1894","LORELAI"," You will go and take that off of him.","raw/s01e03.txt"
"1895","MICHE"," I will not. We can't all just call everyone 'sweetie' and get away with it.","raw/s01e03.txt"
"1896","SOOKIE"," Now, go with me, here. Let's say Mark walks into a hotel room and he sees his wife naked, but it's not his wife, it's his naked sister-in-law, and he has sex with her. Would that be cheating?","raw/s01e03.txt"
"1897","MICHEL"," My head hurts.","raw/s01e03.txt"
"1898","LORELAI"," (laughing) I think no.","raw/s01e03.txt"
"1899","SOOKIE"," Really? Lucky.","raw/s01e03.txt"
"1900","MICHEL"," If you ask me this union belongs on a public access station. It's against the laws of nature and just this short of completely obscene.","raw/s01e03.txt"
"1901","LORELAI"," Oh, you won't be giving the wedding toast.","raw/s01e03.txt"
"1902","","(Lorelai is walking Mrs. Shales to the door.)","raw/s01e03.txt"
"1903","LORELAI"," How did everything work out?","raw/s01e03.txt"
"1904","MRS. SHALES"," Do you have children?","raw/s01e03.txt"
"1905","LORELAI"," A daughter.","raw/s01e03.txt"
"1906","MRS. SHALES"," Do you hate her?","raw/s01e03.txt"
"1907","LORELAI"," No.","raw/s01e03.txt"
"1908","MRS. SHALES"," Not ever?","raw/s01e03.txt"
"1909","LORELAI"," Well I wasn't wildly fond of her during labor.","raw/s01e03.txt"
"1910","MRS. SHALES"," That was the high point for me.","raw/s01e03.txt"
"1911","","(Cut to Rory and Richard walking on the golf course.)","raw/s01e03.txt"
"1912","RORY"," I can't believe I hit the ball!","raw/s01e03.txt"
"1913","RICHARD"," Well it was quite impressive.","raw/s01e03.txt"
"1914","RORY"," It landed in the water.","raw/s01e03.txt"
"1915","RICHARD"," Yes, but the splash was quite impressive.","raw/s01e03.txt"
"1916","RORY"," This place is so beautiful. I could see just coming here to think or read. But that probably defeats the purpose of the holes with the flag thing.","raw/s01e03.txt"
"1917","RICHARD"," There is something rather serene about walking around here.","raw/s01e03.txt"
"1918","RORY"," Do you come here every week?","raw/s01e03.txt"
"1919","RICHARD"," No. When I can. I'm often working on the weekends.","raw/s01e03.txt"
"1920","RORY"," Bummer.","raw/s01e03.txt"
"1921","RICHARD"," Isn't it.","raw/s01e03.txt"
"1922","","(Men in a golf cart pass by.)","raw/s01e03.txt"
"1923","MAN"," Hi Richard.","raw/s01e03.txt"
"1924","RICHARD"," Hello.","raw/s01e03.txt"
"1925","RORY"," Can I ask you a question?","raw/s01e03.txt"
"1926","RICHARD"," Go ahead.","raw/s01e03.txt"
"1927","RORY"," What do you do?","raw/s01e03.txt"
"1928","RICHARD"," I'm the executive vice-president of the Gehrman-Driscoll Insurance Corporation.","raw/s01e03.txt"
"1929","RORY"," Wow.","raw/s01e03.txt"
"1930","RICHARD"," Yes.","raw/s01e03.txt"
"1931","RORY"," And as executive vice-president, what do you do?","raw/s01e03.txt"
"1932","RICHARD"," Well, it's a very big company -- one of the largest in the United States as a matter of fact -- I have a myriad of duties which would bore you greatly to hear about.","raw/s01e03.txt"
"1933","RORY"," Oh, OK.","raw/s01e03.txt"
"1934","RICHARD"," I oversee our international division.","raw/s01e03.txt"
"1935","RORY"," That sounds important.","raw/s01e03.txt"
"1936","RICHARD"," Well, it rates a parking spot.","raw/s01e03.txt"
"1937","RORY"," Do you get to travel a lot?","raw/s01e03.txt"
"1938","RICHARD"," Quite a bit.","raw/s01e03.txt"
"1939","RORY"," Lucky.","raw/s01e03.txt"
"1940","RICHARD"," I suspect you have a yen for travelling.","raw/s01e03.txt"
"1941","RORY"," I'm up to my ears in yens.","raw/s01e03.txt"
"1942","RICHARD"," Any particular place you'd like to go?","raw/s01e03.txt"
"1943","RORY"," Hundreds of places. Paris, Rome, London, Prague, Istanbul, Fez -- Have you ever been to Fez?","raw/s01e03.txt"
"1944","RICHARD"," I can't say that I have.","raw/s01e03.txt"
"1945","RORY"," I want to go to Fez.","raw/s01e03.txt"
"1946","RICHARD"," I think travelling for a young girl is a very important thing. Your mother never got a chance to travel much.","raw/s01e03.txt"
"1947","RORY"," I know. She talks about that all the time.","raw/s01e03.txt"
"1948","RICHARD"," She does?","raw/s01e03.txt"
"1949","RORY"," We've got a deal. When I graduate from high school we're going to go backpacking through Europe together. You know, do the whole hostel thing. I just hope it really happens.","raw/s01e03.txt"
"1950","RICHARD"," Well we'll just have to make sure that it does.","raw/s01e03.txt"
"1951","","(A golf cart pulls up beside them.)","raw/s01e03.txt"
"1952","GLORIA"," Richard!","raw/s01e03.txt"
"1953","RICHARD"," Gloria! You look wonderful.","raw/s01e03.txt"
"1954","GLORIA"," Aren't you sweet? Is Emily here?","raw/s01e03.txt"
"1955","RICHARD"," No, I'm taking my granddaughter for a round of golf.","raw/s01e03.txt"
"1956","GLORIA"," Well, we must get together.","raw/s01e03.txt"
"1957","RICHARD"," Absolutely.","raw/s01e03.txt"
"1958","","(Gloria pulls away.)","raw/s01e03.txt"
"1959","RICHARD"," The most odious woman alive.","raw/s01e03.txt"
"1960","","(Time lapse.)","raw/s01e03.txt"
"1961","RICHARD"," Now, we'll meet back here in forty minutes?","raw/s01e03.txt"
"1962","RORY"," OK.","raw/s01e03.txt"
"1963","RICHARD"," And then, if you like, we can get some lunch.","raw/s01e03.txt"
"1964","RORY"," That would be great.","raw/s01e03.txt"
"1965","RICHARD"," Fine.","raw/s01e03.txt"
"1966","RORY"," Cool.","raw/s01e03.txt"
"1967","RICHARD"," Yes.","raw/s01e03.txt"
"1968","","(Cut to the men's steam room.)","raw/s01e03.txt"
"1969","MAN #1"," And I'm telling him I've been coming here for twenty years my young friend, and for twenty years that cart, number 43, has been my golf cart.","raw/s01e03.txt"
"1970","MAN #2"," He should have known that.","raw/s01e03.txt"
"1971","MAN #1"," Everybody knows that.","raw/s01e03.txt"
"1972","MAN #3"," Did he give you the cart?","raw/s01e03.txt"
"1973","MAN #1"," Damn right he gave me the cart.","raw/s01e03.txt"
"1974","MAN #2"," You should have never had to ask because he should have known that.","raw/s01e03.txt"
"1975","RICHARD"," Hello, gentlemen.","raw/s01e03.txt"
"1976","MAN #1"," Richard, good to see you.","raw/s01e03.txt"
"1977","RICHARD"," Heard about your golf cart. Too bad.","raw/s01e03.txt"
"1978","MAN #1"," Yeah, well, I'm still angry about it.","raw/s01e03.txt"
"1979","RICHARD"," Well, yes.","raw/s01e03.txt"
"1980","MAN #3"," Richard, who was that young lady I saw you on the golf course with?","raw/s01e03.txt"
"1981","RICHARD"," That is my granddaughter.","raw/s01e03.txt"
"1982","MAN #2"," Really? She's lovely.","raw/s01e03.txt"
"1983","MAN"," Lorelai's girl.","raw/s01e03.txt"
"1984","RICHARD"," Mmm-hmm.","raw/s01e03.txt"
"1985","MAN #3"," You're lucky. My granddaughter looks like she just fell off a potato truck.","raw/s01e03.txt"
"1986","MAN #2"," My granddaughter would never be caught here. Might get in the way of the time spent at the tattoo parlor or getting something pierced or doing whatever she does while she runs wild through the streets like a rabid dog.","raw/s01e03.txt"
"1987","MAN #1"," Cut her off! That would get her attention!","raw/s01e03.txt"
"1988","MAN #3"," I can help you with the litigation.","raw/s01e03.txt"
"1989","RICHARD"," Actually, Rory just started Chilton.","raw/s01e03.txt"
"1990","MAN #2"," (impressed) Really?","raw/s01e03.txt"
"1991","MAN #1"," Damn fine school.","raw/s01e03.txt"
"1992","RICHARD"," Said she wanted to learn golf. I think she's taken to it quite well.","raw/s01e03.txt"
"1993","MAN #1"," Yeah, well, just as long as isn't taken with a certain golf cart.","raw/s01e03.txt"
"1994","MAN #2"," I'm writing a letter to the board.","raw/s01e03.txt"
"1995","MAN #1"," I wish you would. If they would take --","raw/s01e03.txt"
"1996","","(The men go back to their golf cart discussion. Cut to the women's steam room. Rory listens to the gossip.)","raw/s01e03.txt"
"1997","WOMAN #1"," And you know she took the house.","raw/s01e03.txt"
"1998","WOMAN #2"," She deserved it -- putting up with that tramp all those years.","raw/s01e03.txt"
"1999","WOMAN #1"," Last year, Christmas, he bough them both the same bracelet.","raw/s01e03.txt"
"2000","WOMAN #2"," She should have just shot him like his first wife did.","raw/s01e03.txt"
"2001","WOMAN #1"," Oh I love Janie. Is she out yet?","raw/s01e03.txt"
"2002","","(Gloria enters.)","raw/s01e03.txt"
"2003","GLORIA"," Nanette, Peg.","raw/s01e03.txt"
"2004","WOMAN #1"," Gloria, hi. Good game?","raw/s01e03.txt"
"2005","GLORIA"," Not bad, you?","raw/s01e03.txt"
"2006","WOMAN #1"," Oh, I just came for the steam. We must get together and play sometime soon.","raw/s01e03.txt"
"2007","GLORIA"," Next week?","raw/s01e03.txt"
"2008","WOMAN #1"," I'll call you.","raw/s01e03.txt"
"2009","","(Gloria moves to a different area.)","raw/s01e03.txt"
"2010","WOMAN #1"," (whispering) The most odious woman alive.","raw/s01e03.txt"
"2011","","(Cut to the inn. The staff is still decorating for the wedding.)","raw/s01e03.txt"
"2012","LORELAI"," OK, I need more tulle here. I need the feeling of a major tutu, OK? Oh, uh, hey, Gary, Gary! The ribbons go on the chairs, OK, not on the trees. Oh, great!","raw/s01e03.txt"
"2013","","(Lorelai hears swans and goes down to meet the truck.)","raw/s01e03.txt"
"2014","LORELAI"," Hey!","raw/s01e03.txt"
"2015","SWAN GUY"," Where do you want the swans?","raw/s01e03.txt"
"2016","LORELAI"," Well do you know where the pond is?","raw/s01e03.txt"
"2017","SWAN GUY"," Nope.","raw/s01e03.txt"
"2018","LORELAI"," You know that little road you came up?","raw/s01e03.txt"
"2019","SWAN GUY"," Nope.","raw/s01e03.txt"
"2020","LORELAI"," OK. Do you know how to say 'big help' in Chinese?","raw/s01e03.txt"
"2021","SWAN GUY"," Nope.","raw/s01e03.txt"
"2022","LORELAI"," Michel! (to Swan Guy) This is twenty swans?","raw/s01e03.txt"
"2023","SWAN GUY"," Sure. Why not?","raw/s01e03.txt"
"2024","MICHEL"," You screeched?","raw/s01e03.txt"
"2025","LORELAI"," Yeah. I need you to show this guy where to put the swans.","raw/s01e03.txt"
"2026","MICHEL"," Absolutely not.","raw/s01e03.txt"
"2027","LORELAI"," Well I can't leave, OK? I've got a major tulle festival going on out here.","raw/s01e03.txt"
"2028","MICHEL"," I will never go near those filthy birds.","raw/s01e03.txt"
"2029","LORELAI"," Why?","raw/s01e03.txt"
"2030","MICHEL"," I hate the swans.","raw/s01e03.txt"
"2031","LORELAI"," These particular swans?","raw/s01e03.txt"
"2032","MICHEL"," No, all swans. I was attacked by a band of swans in the Luxembourg Gardens when I was a boy. No one forgets that.","raw/s01e03.txt"
"2033","LORELAI"," (laughing) Oh no -- not being attacked by a band of swans. Was it an all-boy band? Kind of a scary, feathery 'N Sync kind of fiasco?","raw/s01e03.txt"
"2034","MICHEL"," This is not funny.","raw/s01e03.txt"
"2035","LORELAI"," No, I'm sorry, it's not. It's not funny at all.","raw/s01e03.txt"
"2036","","(The swans honk and Michel jumps.)","raw/s01e03.txt"
"2037","LORELAI"," (laughing) Oh my God! Come on, you have to admit, that's a little funny.","raw/s01e03.txt"
"2038","DRELLA"," Hey, Pepe le Pew, you wanna give me a hand with this?","raw/s01e03.txt"
"2039","MICHEL"," No.","raw/s01e03.txt"
"2040","LORELAI"," Listen, it's Drella or the swans.","raw/s01e03.txt"
"2041","MICHEL"," So either one beast of terror or another?","raw/s01e03.txt"
"2042","DRELLA"," What the hell is he babbling about?","raw/s01e03.txt"
"2043","MICHEL"," (quietly, to Lorelai) Don't --","raw/s01e03.txt"
"2044","LORELAI"," He's afraid of the swans.","raw/s01e03.txt"
"2045","MICHEL"," (quietly) Thank you.","raw/s01e03.txt"
"2046","DRELLA"," Of course he is. He's French.","raw/s01e03.txt"
"2047","LORELAI"," Mmm.","raw/s01e03.txt"
"2048","MICHEL"," (to Swan Guy) OK, I'll take you to the pond.","raw/s01e03.txt"
"2049","LORELAI"," Thank you.","raw/s01e03.txt"
"2050","MICHEL"," But stay far away from me.","raw/s01e03.txt"
"2051","","(Drella watches as Michel leads Swan Guy away.)","raw/s01e03.txt"
"2052","DRELLA"," Can't stand the talk -- love to watch the walk.","raw/s01e03.txt"
"2053","","(Cut to the dining room at the country club.)","raw/s01e03.txt"
"2054","RORY"," She caught him in the pool house with the tennis pro, not the riding instructor.","raw/s01e03.txt"
"2055","RICHARD"," I had no idea.","raw/s01e03.txt"
"2056","RORY"," That committee of yours is not looking at people as much as you think.","raw/s01e03.txt"
"2057","RICHARD"," Why would they? From what you've told me they're all involved in one nefarious activity after another.","raw/s01e03.txt"
"2058","RORY"," It's a conspiracy.","raw/s01e03.txt"
"2059","RICHARD"," It's Peyton Place. Is there more?","raw/s01e03.txt"
"2060","RORY"," Can you handle it?","raw/s01e03.txt"
"2061","RICHARD"," I'll steel myself.","raw/s01e03.txt"
"2062","RORY"," OK, Mr. Neville likes all things frilly.","raw/s01e03.txt"
"2063","RICHARD"," Good God. He's my broker.","raw/s01e03.txt"
"2064","RORY"," I don't think one will affect the other.","raw/s01e03.txt"
"2065","","(Man #1 and Man #2 or 3 approach the table.)","raw/s01e03.txt"
"2066","MAN #1"," Mind if we barge in?","raw/s01e03.txt"
"2067","RICHARD"," Look who's here. Ah, Rory, this is Julian Johnson (MAN #1) and Edward James (MAN #2 or 3)","raw/s01e03.txt"
"2068","EDWARD"," Call me ""Ed"".","raw/s01e03.txt"
"2069","JULIAN"," You can call me ""Ed"" too.","raw/s01e03.txt"
"2070","","(The two men laugh.)","raw/s01e03.txt"
"2071","RORY"," It's nice to meet you.","raw/s01e03.txt"
"2072","RICHARD"," Would you like to join us?","raw/s01e03.txt"
"2073","EDWARD"," If Rory doesn't mind us intruding on her time with her grandfather.","raw/s01e03.txt"
"2074","RORY"," No, that's fine.","raw/s01e03.txt"
"2075","JULIAN"," Oh that's good. So, we hear you're attending Chilton.","raw/s01e03.txt"
"2076","RORY"," I just started.","raw/s01e03.txt"
"2077","JULIAN"," That's a hard school.","raw/s01e03.txt"
"2078","RORY"," Yes sir.","raw/s01e03.txt"
"2079","RICHARD"," Rory is an excellent student.","raw/s01e03.txt"
"2080","JULIAN"," Really?","raw/s01e03.txt"
"2081","RICHARD"," 4.0 grade point average.","raw/s01e03.txt"
"2082","JULIAN"," Whoa! That's got me beat.","raw/s01e03.txt"
"2083","","(Edward and Julian laugh.)","raw/s01e03.txt"
"2084","RICHARD"," She's going to Fez someday.","raw/s01e03.txt"
"2085","JULIAN"," Fez? What the hell is in Fez?","raw/s01e03.txt"
"2086","RICHARD"," That's for her to find out.","raw/s01e03.txt"
"2087","","(Cut to Luke's. Rory is waiting for Luke.)","raw/s01e03.txt"
"2088","LUKE"," Interesting hat.","raw/s01e03.txt"
"2089","RORY"," I went golfing with my grandfather today.","raw/s01e03.txt"
"2090","LUKE"," Did you know that golf courses are an environmental blight because of the chemicals they use to keep the grass green?","raw/s01e03.txt"
"2091","RORY"," Actually I did. (silence) Bad joke, sorry.","raw/s01e03.txt"
"2092","","(Luke walks away just before Lorelai comes in the door.)","raw/s01e03.txt"
"2093","LORELAI"," My God -- this day. The swans, the tulle, my head...Luke, I need the largest cheeseburger in the world. Let's break a record here, mister. (to Rory) So, the wedding is a nightmare. We got these ten boxes of creepy larvae that are supposed to swarm into beautiful butterflies on the wedding day. They swarmed a little early! What's with the hat?","raw/s01e03.txt"
"2094","RORY"," Grandma gave it to me.","raw/s01e03.txt"
"2095","LORELAI"," Oh, now, that's just mean.","raw/s01e03.txt"
"2096","RORY"," It's not that bad.","raw/s01e03.txt"
"2097","LORELAI"," Do you want a mirror?","raw/s01e03.txt"
"2098","","(Rory takes off the hat.)","raw/s01e03.txt"
"2099","LORELAI"," So, Rory's golfing adventure. Tell me!","raw/s01e03.txt"
"2100","RORY"," It was fine.","raw/s01e03.txt"
"2101","LORELAI"," Oh, honey, I brought you some of Sookie's chocolate cake to make you feel better.","raw/s01e03.txt"
"2102","RORY"," It really wasnt't that bad.","raw/s01e03.txt"
"2103","LORELAI"," You are the sweetest kid in the whole world. Where on earth did you get that from? Luke, am I mistaken or did that sign on the door say ""open""? (to Rory) So, where were we?","raw/s01e03.txt"
"2104","RORY"," Me golfing.","raw/s01e03.txt"
"2105","LORELAI"," Right -- go.","raw/s01e03.txt"
"2106","RORY"," OK, well, uh, by the end of the day I could even hit the ball. Sometimes it wasn't my ball but the intentions were good.","raw/s01e03.txt"
"2107","LORELAI"," Well good intentions and no physical exertion whatsoever is what the game of golf was built on. So, um, did you order?","raw/s01e03.txt"
"2108","RORY"," I'm not hungry. I had a big lunch at the club.","raw/s01e03.txt"
"2109","LUKE"," With all the other devastators of our land.","raw/s01e03.txt"
"2110","LORELAI"," You had a big lunch at the club?","raw/s01e03.txt"
"2111","RORY"," Yes, it was quite good.","raw/s01e03.txt"
"2112","LORELAI"," Quite? What's with the quite?","raw/s01e03.txt"
"2113","RORY"," What do you mean?","raw/s01e03.txt"
"2114","LORELAI"," You don't ever say quite.","raw/s01e03.txt"
"2115","RORY"," I've said quite plenty of times.","raw/s01e03.txt"
"2116","LORELAI"," Whatever. So besides the ""quite good"" lunch you had, what else happened?","raw/s01e03.txt"
"2117","RORY"," Nothing. We played, I met his friends, I took a steam.","raw/s01e03.txt"
"2118","LORELAI"," You took a steam?","raw/s01e03.txt"
"2119","RORY"," Yeah. I sweated out all my toxins and I stole a towel.","raw/s01e03.txt"
"2120","LORELAI"," Wow! Sounds like you really had a good time.","raw/s01e03.txt"
"2121","RORY"," I did.","raw/s01e03.txt"
"2122","LORELAI"," Really?","raw/s01e03.txt"
"2123","RORY"," Really.","raw/s01e03.txt"
"2124","LORELAI"," Really?","raw/s01e03.txt"
"2125","RORY"," Really.","raw/s01e03.txt"
"2126","LORELAI"," Really.","raw/s01e03.txt"
"2127","RORY"," OK, new word now.","raw/s01e03.txt"
"2128","LORELAI"," Sorry -- I just -- I'm surprised. I thought you were gonna be bored.","raw/s01e03.txt"
"2129","RORY"," I was kind of surprised too. I don't know -- it was pretty there and Grandpa and I talked a lot.","raw/s01e03.txt"
"2130","LORELAI"," You talked? Really?","raw/s01e03.txt"
"2131","RORY"," You're doing it again.","raw/s01e03.txt"
"2132","LORELAI"," Sorry. You talked?","raw/s01e03.txt"
"2133","RORY"," We talked about Fez.","raw/s01e03.txt"
"2134","LORELAI"," And he thought it was a hat.","raw/s01e03.txt"
"2135","RORY"," I told him about our backpacking trip. He thought it was a great idea.","raw/s01e03.txt"
"2136","LORELAI"," Wow. So you really had fun.","raw/s01e03.txt"
"2137","RORY"," Yeah.","raw/s01e03.txt"
"2138","LORELAI"," That's great.","raw/s01e03.txt"
"2139","","(Luke serves Lorelai's cheeseburger.)","raw/s01e03.txt"
"2140","LORELAI"," That is really, really great.","raw/s01e03.txt"
"2141","LUKE"," I thought you were starving.","raw/s01e03.txt"
"2142","LORELAI"," Things change. Move on.","raw/s01e03.txt"
"2143","RORY"," Does this hat really look bad on me?","raw/s01e03.txt"
"2144","","(Rory puts the hat back on.)","raw/s01e03.txt"
"2145","LORELAI"," No. I think it looks kind of cute.","raw/s01e03.txt"
"2146","","(Cut to the lawn at the inn. Miss Patty is teaching the twin couples to dance.)","raw/s01e03.txt"
"2147","MISS PATTY"," It's your wedding day. Feel each other. Use the thumping of your heart as a metronome. Let passion be your coreographer. Be as light on your toes as you are in your hearts. No, no, no, no darling. Let me show you.","raw/s01e03.txt"
"2148","","(Miss Patty pulls one couple apart and begins dancing with the groom.)","raw/s01e03.txt"
"2149","MISS PATTY"," You know, in some countries if you dance this close you're cheating on your wife.","raw/s01e03.txt"
"2150","MATT "," You're next.","raw/s01e03.txt"
"2151","MARK "," Take your time.","raw/s01e03.txt"
"2152","","(Lorelai goes inside the inn to where Rory is working. The phone is ringing.)","raw/s01e03.txt"
"2153","LORELAI"," Hey. Oh my God, you have good handwriting.","raw/s01e03.txt"
"2154","RORY"," Thank you.","raw/s01e03.txt"
"2155","LORELAI"," You did not get that from me. You got your fabulous flair from me.","raw/s01e03.txt"
"2156","RORY"," I also got my deviated septum from you.","raw/s01e03.txt"
"2157","LORELAI"," Hey, focus on the flair.","raw/s01e03.txt"
"2158","MICHEL"," It's for you. He says he's your father although why he'd volunteer that freely, I do not know.","raw/s01e03.txt"
"2159","LORELAI"," My father?","raw/s01e03.txt"
"2160","MICHEL"," Yes.","raw/s01e03.txt"
"2161","LORELAI"," Are you sure?","raw/s01e03.txt"
"2162","MICHEL"," Please just take the phone.","raw/s01e03.txt"
"2163","LORELAI"," (takes phone) Dad? (pause) Yeah it's Lorelai -- who else calls you ""Dad""? (pause) Yeah she's right here. Hold on. (to Rory) It's for you.","raw/s01e03.txt"
"2164","RORY"," Thanks. (takes phone) Hello? (pause) Hey Grandpa...","raw/s01e03.txt"
"2165","","(Lorelai watches as Rory moves away.)","raw/s01e03.txt"
"2166","RORY"," That's great.","raw/s01e03.txt"
"2167","","(Mrs. Shales and Drella come into the room.)","raw/s01e03.txt"
"2168","MRS. SHALES"," Jackie wants Samuel Barber, John Cage, and Philip Glass and Jessica wants Shania Twain's ""I Feel Like a Woman.""","raw/s01e03.txt"
"2169","DRELLA"," I'm not a jukebox.","raw/s01e03.txt"
"2170","MRS. SHALES"," Oh please.","raw/s01e03.txt"
"2171","DRELLA"," Hey, you think I started playing the harp 'cause I thought it would make me cool? You know, finally get me in with the in-crowd? Maybe I'd make for some great happy hour conversation. No, alright. The music drives me, lady. I will play what I feel and you will love it.","raw/s01e03.txt"
"2172","MRS. SHALES"," I'll give you an extra $100.","raw/s01e03.txt"
"2173","DRELLA"," You just got yourself a jukebox.","raw/s01e03.txt"
"2174","","(They walk away. Lorelai is still watching Rory talk on the phone.)","raw/s01e03.txt"
